SF_Version 0.9.3
19-Aug-2024 12:36:46
Temp(K) Pressure(MPa) Temp(K) Pressure(MPa)  Points 
357.0233 2300.0000 270.0000 596.3811 4279.0000
###########################################################
D H (J/kg)  D S (J/(K*kg)
396812.0290 1130.7626
396792.8105 1130.7623
396784.4212 1130.7621
396773.5792 1130.7619
396754.3366 1130.7615
396735.0871 1130.7610
396715.8308 1130.7606
396696.5677 1130.7602
396677.2978 1130.7597
396670.4616 1130.7596
396658.0143 1130.7593
396638.7202 1130.7588
396619.4193 1130.7583
396600.1116 1130.7578
396580.7970 1130.7573
396561.4756 1130.7568
396556.3475 1130.7566
396542.1395 1130.7562
396522.7939 1130.7557
396503.4413 1130.7551
396484.0820 1130.7545
396464.7157 1130.7539
396445.3427 1130.7533
396442.0789 1130.7532
396425.9539 1130.7527
396406.5565 1130.7521
396387.1523 1130.7514
396367.7411 1130.7508
396348.3231 1130.7501
396328.8983 1130.7494
396327.6559 1130.7494
396309.4566 1130.7487
396290.0073 1130.7480
396270.5512 1130.7473
396251.0882 1130.7465
396231.6182 1130.7458
396213.0785 1130.7451
396212.1409 1130.7450
396192.6466 1130.7443
396173.1454 1130.7435
396153.6372 1130.7427
396134.1222 1130.7419
396114.6002 1130.7410
396098.3466 1130.7404
396095.0695 1130.7402
396075.5231 1130.7393
396055.9697 1130.7385
396036.4094 1130.7376
396016.8422 1130.7367
395997.2681 1130.7358
395983.4605 1130.7352
395977.6838 1130.7349
395958.0851 1130.7340
395938.4795 1130.7330
395918.8669 1130.7321
395899.2474 1130.7311
395879.6210 1130.7301
395868.4202 1130.7296
395859.9829 1130.7291
395840.3319 1130.7281
395820.6739 1130.7271
395801.0089 1130.7260
395781.3369 1130.7250
395761.6580 1130.7240
395753.2258 1130.7235
395741.9660 1130.7229
395722.2624 1130.7218
395702.5518 1130.7207
395682.8343 1130.7196
395663.1098 1130.7184
395643.3783 1130.7173
395637.8774 1130.7170
395623.6320 1130.7162
395603.8758 1130.7150
395584.1126 1130.7138
395564.3424 1130.7126
395544.5651 1130.7114
395524.7809 1130.7102
395522.3751 1130.7100
395504.9802 1130.7090
395485.1712 1130.7077
395465.3552 1130.7064
395445.5321 1130.7052
395425.7021 1130.7039
395406.7188 1130.7027
395405.8645 1130.7026
395386.0096 1130.7013
395366.1477 1130.6999
395346.2788 1130.6986
395326.4028 1130.6972
395306.5197 1130.6959
395290.9086 1130.6948
395286.6273 1130.6945
395266.7194 1130.6931
395246.8045 1130.6917
395226.8824 1130.6903
395206.9533 1130.6888
395187.0172 1130.6874
395174.9447 1130.6865
395167.0697 1130.6860
395147.1087 1130.6845
395127.1405 1130.6830
395107.1653 1130.6815
395087.1830 1130.6800
395067.1936 1130.6784
395058.8272 1130.6778
395047.1908 1130.6769
395027.1765 1130.6753
395007.1550 1130.6738
394987.1264 1130.6722
394967.0908 1130.6706
394947.0480 1130.6690
394942.5563 1130.6686
394926.9897 1130.6674
394906.9219 1130.6657
394886.8470 1130.6641
394866.7650 1130.6624
394846.6758 1130.6607
394826.5796 1130.6591
394826.1321 1130.6590
394806.4656 1130.6573
394786.3442 1130.6556
394766.2157 1130.6539
394746.0801 1130.6521
394725.9373 1130.6504
394709.5542 1130.6490
394705.7853 1130.6486
394685.6174 1130.6468
394665.4423 1130.6450
394645.2601 1130.6432
394625.0708 1130.6414
394604.8742 1130.6396
394592.8232 1130.6385
394584.6661 1130.6377
394564.4444 1130.6358
394544.2155 1130.6339
394523.9794 1130.6320
394503.7362 1130.6301
394483.4857 1130.6282
394475.9391 1130.6275
394463.2213 1130.6263
394442.9456 1130.6243
394422.6627 1130.6224
394402.3727 1130.6204
394382.0754 1130.6184
394361.7710 1130.6164
394358.9021 1130.6161
394341.4499 1130.6144
394321.1202 1130.6123
394300.7832 1130.6103
394280.4390 1130.6082
394260.0876 1130.6062
394241.7121 1130.6043
394239.7279 1130.6041
394219.3511 1130.6020
394198.9671 1130.5998
394178.5759 1130.5977
394158.1775 1130.5956
394137.7718 1130.5934
394124.3690 1130.5920
394117.3551 1130.5912
394096.9240 1130.5890
394076.4856 1130.5868
394056.0400 1130.5846
394035.5872 1130.5824
394015.1271 1130.5802
394006.8734 1130.5793
393994.6532 1130.5779
393974.1676 1130.5756
393953.6747 1130.5733
393933.1746 1130.5710
393912.6673 1130.5687
393892.1526 1130.5664
393889.2253 1130.5661
393871.6212 1130.5641
393851.0810 1130.5617
393830.5336 1130.5593
393809.9788 1130.5570
393789.4167 1130.5546
393771.4246 1130.5525
393768.8460 1130.5522
393748.2584 1130.5497
393727.6634 1130.5473
393707.0612 1130.5448
393686.4516 1130.5424
393665.8348 1130.5399
393653.4712 1130.5384
393645.2062 1130.5374
393624.5636 1130.5349
393603.9138 1130.5323
393583.2566 1130.5298
393562.5922 1130.5273
393541.9204 1130.5247
393535.3658 1130.5239
393521.2337 1130.5221
393500.5361 1130.5195
393479.8313 1130.5169
393459.1191 1130.5143
393438.3995 1130.5116
393417.6726 1130.5090
393417.1082 1130.5089
393396.9276 1130.5063
393376.1749 1130.5036
393355.4149 1130.5009
393334.6475 1130.4982
393313.8727 1130.4955
393298.6981 1130.4935
393293.0876 1130.4928
393272.2870 1130.4900
393251.4791 1130.4872
393230.6637 1130.4845
393209.8410 1130.4817
393189.0109 1130.4789
393180.1361 1130.4777
393168.1670 1130.4760
393147.3110 1130.4732
393126.4476 1130.4703
393105.5768 1130.4675
393084.6986 1130.4646
393063.8130 1130.4617
393061.4224 1130.4614
393042.9101 1130.4588
393021.9986 1130.4559
393001.0796 1130.4529
392980.1532 1130.4500
392959.2194 1130.4470
392942.5565 1130.4446
392938.2759 1130.4440
392917.3161 1130.4410
392896.3488 1130.4380
