SF_Version 0.9.3
03-Sep-2024 23:12:15
Temp(K) Pressure(MPa) Temp(K) Pressure(MPa)  Points 
256.1641 350.1095 251.1191 207.5930 336.0000
###########################################################
D H (J/kg)  D S (J/(K*kg)
265238.1183 1040.9659
265229.7412 1040.9584
265208.3018 1040.9388
265186.7309 1040.9189
265165.0283 1040.8986
265143.1938 1040.8780
265121.2270 1040.8569
265101.3510 1040.8376
265099.1255 1040.8355
265076.8726 1040.8136
265054.4865 1040.7913
265031.9668 1040.7686
265009.3133 1040.7456
264986.5256 1040.7221
264963.6035 1040.6983
264961.1317 1040.6957
264940.5280 1040.6740
264917.3151 1040.6493
264893.9668 1040.6242
264870.4827 1040.5988
264846.8626 1040.5729
264823.1062 1040.5466
264817.5409 1040.5404
264799.1968 1040.5199
264775.1454 1040.4928
264750.9567 1040.4652
264726.6303 1040.4373
264702.1659 1040.4089
264677.5632 1040.3802
264670.6559 1040.3721
264652.8064 1040.3510
264627.9046 1040.3214
264602.8634 1040.2913
264577.6826 1040.2609
264552.3618 1040.2300
264526.9007 1040.1988
264520.5489 1040.1909
264501.2826 1040.1670
264475.5181 1040.1348
264449.6122 1040.1023
264423.5646 1040.0693
264397.3750 1040.0359
264371.0430 1040.0020
264367.2893 1039.9972
264344.5495 1039.9677
264317.9097 1039.9330
264291.1265 1039.8978
264264.1995 1039.8622
264237.1283 1039.8262
264210.9429 1039.7912
264209.9119 1039.7898
264182.5292 1039.7529
264155.0012 1039.7155
264127.3277 1039.6777
264099.5082 1039.6395
264071.5425 1039.6009
264051.5713 1039.5731
264043.4236 1039.5618
264015.1416 1039.5222
263986.7122 1039.4821
263958.1351 1039.4417
263929.4098 1039.4008
263900.5360 1039.3594
263889.2361 1039.3432
263871.4993 1039.3176
263842.3045 1039.2753
263812.9600 1039.2326
263783.4655 1039.1894
263753.8205 1039.1457
263724.0247 1039.1017
263723.9944 1039.1016
263694.0546 1039.0571
263663.9329 1039.0120
263633.6591 1038.9665
263603.2330 1038.9206
263572.6541 1038.8742
263555.8976 1038.8486
263541.9113 1038.8273
263511.0022 1038.7799
263479.9391 1038.7320
263448.7216 1038.6837
263417.3492 1038.6349
263385.8217 1038.5857
263385.0000 1038.5844
263354.1154 1038.5359
263322.2524 1038.4856
263290.2330 1038.4349
263258.0567 1038.3837
263225.7231 1038.3321
263211.3482 1038.3090
263193.2184 1038.2799
263160.5450 1038.2273
263127.7129 1038.1741
263094.7219 1038.1205
263061.5714 1038.0664
263034.9911 1038.0228
263028.2562 1038.0118
262994.7613 1037.9566
262961.1057 1037.9010
262927.2890 1037.8449
262893.3106 1037.7883
262859.1702 1037.7313
262855.9730 1037.7259
262824.8451 1037.6736
262790.3547 1037.6155
262755.7010 1037.5569
262720.8834 1037.4977
262685.9016 1037.4381
262674.3373 1037.4184
262650.7384 1037.3780
262615.4019 1037.3173
262579.8997 1037.2561
262544.2315 1037.1944
262508.3967 1037.1322
262490.1261 1037.1004
262472.3825 1037.0695
262436.1881 1037.0062
262399.8258 1036.9424
262363.2950 1036.8781
262326.5953 1036.8133
262303.3792 1036.7722
262289.7169 1036.7480
262252.6526 1036.6821
262215.4180 1036.6157
262178.0125 1036.5487
262140.4358 1036.4812
262114.1348 1036.4339
